Código do município,Município,UF,Código da região,Código do prestador de serviços,Nome do prestador de serviços,Sigla,Abrangência,,,IN003,IN026,IN027,IN004,IN005,IN006,IN012,IN029,IN007,IN008,IN030,IN031,IN032,IN033,IN034,IN035,IN036,IN037,IN038,IN039,IN040,IN041,IN042,IN054,IN018,IN019,IN102,IN048,IN002,IN045,IN101,IN060,IN055,IN023,IN001,IN043,IN011,IN009,IN010,IN044,IN057,IN052,IN025,IN053,IN014,IN017,IN022,IN058,IN020,IN028,IN013,IN049,IN050,IN051,IN056,IN024,IN047,IN015,IN016,IN046,IN021,IN059,IN071,IN072,IN073,IN074,IN077,IN082,IN083,IN079,IN075,IN080,IN076,IN085,IN084,IN061,IN062,IN063,IN064,IN068,IN065,IN069,IN066,IN067
240950,Pedra Grande,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água,3.48,2.53,392.5,4.41,4.41,,126.86,15.4,46.74,223442.88,57.44,33.62,36.84,2.35,4.57,58.54,64.15,7.88,03.07,7.96,98.53,,1.47,67.07,1.1,887.48,885.65,01.03,972.5,01.03,142.5,0.07,100,100,1,97.22,84.49,98.61,46.27,98.46,0,47,20.02,9.41,9.4,12.91,93.51,1.88,20.35,64.47,35.53,53,13.53,349.66,,,,,,,,,957,36,,,,,122.95,83.33,0,83.33,1.67,83.33,6.67,,,,,,,,,
240960,Pedra Preta,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água,05.09,3.65,551.38,4.96,4.96,,97.31,-12.6,46.78,126444.63,73.69,44.89,48.07,2.3,4.47,60.91,65.23,14.19,1.29,06.06,98.53,,1.47,7.46,01.07,351.55,349.68,2.67,376.5,2.67,137.77,0.03,56.77,100,01.01,93.09,17,99.47,78.85,99.48,0,79.26,12.81,10.15,10.15,12.58,92.47,15.22,14.75,98.24,1.76,20.74,4.87,87.79,,,,,,,,,349,38.31,,,,,216.92,122.22,11.36,119.44,0,122.22,2.27,,,,,,,,,
240970,Pedro Avelino,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,3.3,2.29,335.95,3.34,4.47,1.62,100.95,14.34,44.28,146838.82,68.71,39.21,43.86,2.32,4.24,57.07,63.84,14.65,1.14,6.17,79.53,19,1.47,191.6,3.36,684.67,682.58,1.31,765.83,2.24,125.26,0.5,70.42,100,1,94.61,100,98.02,60.52,97.68,0,61.96,14.53,9,8.98,12.57,86.96,0.94,24.34,86.48,13.52,38.04,5.88,182.24,47.81,83.23,83.23,69.89,100,69.89,15.64,0.07,1321,18.25,,,47.31,11.31,64.63,104.76,4.55,104.76,3.41,104.76,7.95,,,,,,,,,
240980,Pedro Velho,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,4.67,4.26,654.43,3.8,4.29,1.75,81.33,6.68,53.95,150790.06,112.01,47.39,66.33,2.27,6.66,42.31,59.21,21.3,3.6,5.94,89.72,8.81,1.47,41.88,13.3,389.12,387.96,1.84,544.58,2.26,88.47,01.01,100,100,1,97.7,82.88,89.59,47.39,89.99,0,52.66,19.61,10.33,10.38,12.71,96.27,0.71,7.2,64.8,35.2,47.34,34.68,305.91,23.07,44.93,44.93,24.69,100,24.69,10.95,0.08,,,,,120,0.28,120,3.65,8.48,2.32,76.19,45.61,1.92,,,,,,,,,
240990,Pendências,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,3.96,2.74,400.54,3.56,4.5,1.61,89.84,19.65,45.95,112399.02,77.01,37.51,51.15,2.33,4.29,48.71,66.42,14.18,01.02,5.57,84.02,14.51,1.47,154.91,10.91,422.48,419.55,1.75,576.06,2.63,112.38,0.5,67.06,77.79,01.01,96.08,100,94.63,34.48,93.9,0,36.72,26.2,9.14,09.07,12.38,89.98,0.47,9.15,49.75,50.25,63.28,40.37,520.65,34.47,43.79,43.79,52.87,100,52.87,14.05,0.38,3015,16.82,2146.96,12.82,57.37,26.37,138.07,16.73,0,4.57,3.26,52.7,2.33,,,,,,,,,
241000,Pilões,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água,4.46,3.41,446.78,4.2,4.2,,94.22,07.08,40.91,226339.21,81.16,40.33,43.42,2.24,7.72,49.69,53.5,23.21,1.63,9.52,98.53,,1.47,31.81,01.08,946.96,946.03,0.98,1019.5,0.98,116.01,0.54,94.08,100,1,96.76,100,99.61,68.85,99.52,0,69.18,10.29,7.12,7.12,10.93,67.26,1.56,13.04,106.19,-6.19,30.82,6.96,104.37,,,,,,,,,1035,48,345,59.5,,,95.75,35,0,35,19.05,35,0,,,,,,,,,
241010,Poço Branco,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água,5.8,4.78,696,4.42,4.42,,76.24,09.07,40.38,209365.42,108.14,44.7,52.96,2.29,4.95,41.33,48.98,34.77,2.63,4.57,98.53,,1.47,87.8,5.33,614.2,608.57,1.39,727.78,1.39,92.52,1.47,85.09,100,01.01,96.87,85.1,94.36,21.3,93.37,0,22.82,38.06,8.68,8.6,12.14,71.1,0.36,27.2,31.89,68.11,77.18,25.15,974.71,,,,,,,,,3260,31.38,,,,,240,70.51,2.73,70.51,0.91,70.51,0,,,,,,,,,
241020,Portalegre,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água,05.07,4.31,622.63,4.61,4.61,,90.98,-0.97,50.49,169142.02,93.33,51.55,55.49,2.29,8.35,55.23,59.46,14.98,4.59,8.95,98.53,,1.47,12.18,3.77,456.87,455.54,02.04,491.86,02.04,108.95,0.25,74.07,100,1,97.39,61.43,98.72,59.33,98.42,0,60.28,14.18,8.55,8.52,12.05,84.35,2.17,21.1,84.98,15.02,39.72,7.9,185.71,,,,,,,,,,,551.28,112.31,,,121.98,31.67,0,31.67,17.54,31.67,0,,,,,,,,,
241025,Porto do Mangue,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água,5.27,3.78,556.89,4.58,4.58,,87.03,-5.69,45.51,119751.82,82.6,49.2,52.29,2.28,6.47,59.57,63.31,13.21,02.08,7.83,98.53,,1.47,48.06,2.13,339.67,339.67,2.77,361,2.77,128.72,0.55,39.14,65.12,1,95.78,100,91.14,65.39,90.61,0,72.16,13.26,9.57,9.51,12.26,91.32,0.85,10.01,92.49,7.51,27.84,7.48,121.31,,,,,,,,,,,360.52,96.26,,,88.23,677.08,0.06,55.42,1.5,55.42,4.51,,,,,,,,,
241030,Serra Caiada,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água,4.97,3.63,537.9,4.73,4.73,,95.17,2.9,37.34,149960.67,76.64,35.05,39.23,2.25,04.01,45.73,51.19,28.65,2.15,5.24,98.53,,1.47,46.69,5.6,544.61,539.7,1.66,609.6,1.66,126.45,0.46,100,100,01.01,96.57,0,99.37,45.68,99.28,0,46.02,19.82,9.12,9.12,12.36,87.38,1.41,27.75,62.38,37.62,53.98,10.7,354.93,,,,,,,,,,,3124,24,,,217,25.64,0,25.64,2.5,25.64,0,,,,,,,,,
241040,Pureza,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água,6.35,5.83,909.95,4.57,4.57,,71.92,9.63,47.08,133866.69,127.63,34.63,65.47,2.29,13.96,27.13,51.3,18.63,11.39,10.94,98.53,,1.47,153.53,3.78,286.79,284.94,1.86,542.25,1.86,78.02,0.66,42.77,78.22,01.01,96.59,65.68,95.08,33.17,95.04,0,34.9,28.87,10.07,10.07,13,87.96,0.74,16.85,45.04,54.96,65.1,22.38,621.84,,,,,,,,,1103,12,,,,,240,65.62,0,60.42,1.72,61.46,1.69,,,,,,,,,
241050,Rafael Fernandes,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água,23.79,7.52,369.58,3.91,3.91,,16.42,3.16,23.31,108989.97,192.41,137.98,141.91,2.79,8.29,71.71,73.75,14.59,2.22,4.31,98.53,,1.47,234.83,02.06,399.86,382.84,2.54,411.25,2.54,126.22,4.35,26.64,40.19,01.04,95.14,0,91.17,55.95,99.09,0,56.47,5.32,3,3.28,4.1,29.87,0.19,29.28,77.01,22.99,43.53,1.82,79.53,,,,,,,,,,,,,,,240,3.81,0,3.9,81.71,39.58,0,,,,,,,,,
241060,Rafael Godeiro,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água,5.56,4.93,725.09,4.7,4.7,,84.66,4.84,47.73,270993.13,104.86,53.21,56.38,2.25,7.63,50.74,53.76,23.12,6.51,7.28,98.53,,1.47,73.7,01.06,695.14,695.14,1.36,736.5,1.36,90.17,1.49,72.38,100,1,97.01,100,89.82,39.53,89.21,0,44.32,22.42,9.48,9.42,12.25,100.61,0.42,10.19,57.27,42.73,55.68,30.34,391.71,,,,,,,,,748,10,200,52,,,77.07,51.39,0,51.39,24.32,51.39,2.7,,,,,,,,,
241070,Riacho da Cruz,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água,06.09,2.76,428.61,4.88,4.88,,80.14,-1.95,29.66,62824.59,56.57,33.84,37.01,2.27,6.85,59.83,65.42,0.57,4.62,12.1,98.53,,1.47,22.21,2.73,224.06,223.7,04.09,245,04.09,188.54,0.01,55.7,64.76,1,94.69,100,94.6,69.44,94.61,0,73.39,13.49,9.9,9.9,12.94,99.9,1.16,26.06,95.9,4.1,26.61,3.9,118.19,,,,,,,,,617,48,269.91,79.93,,,120.48,94.44,0,94.44,23.53,94.44,2.94,,,,,,,,,
241080,Riacho de Santana,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água,6.5,4.9,752.56,4.61,4.61,,70.97,0.18,37.67,152116.03,106.25,49.77,53.08,2.35,28.3,46.84,49.95,10.29,3.88,26.63,98.53,,1.47,32.12,01.07,404.65,403.71,2.32,431.5,2.32,101.98,0.5,33.67,75.52,1,95.13,77.76,97.68,48.82,97.77,0,49.93,19.26,9.62,9.63,12.8,98.04,0.67,17.28,66.45,33.55,50.07,9.18,317.82,,,,,,,,,,,,,,,10.08,42.59,0,42.59,30.43,39.81,0,,,,,,,,,
241090,Riachuelo,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,3.51,2.71,407.66,3.4,4.68,1.61,96.83,16.28,51.6,179312.44,79.78,43.64,53.29,2.31,6.16,54.7,66.8,11.96,1.24,7.72,79.02,19.51,1.47,117.01,4.88,658.51,652.06,1.26,804.12,2.26,107.23,0.17,78.87,100,01.01,94.89,53.4,92.84,44.13,88.86,0,49.66,20.22,10.04,9.63,13.18,91.11,2.18,21.22,65.2,34.8,50.34,12.15,337.48,61.44,100,100,73.62,100,73.62,7.62,0.01,1790,38.67,,,50.33,20.73,240,108.33,0,108.33,17.95,108.33,0,,,,,,,,,
241100,Rodolfo Fernandes,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água,5.21,4.8,722.72,4.71,4.71,,90.37,-1.9,51.53,184927.57,101.95,52.82,57.02,2.26,7.88,51.81,55.94,22.69,04.07,7.72,98.53,,1.47,31.16,3.24,457.45,456.53,02.03,493.83,02.03,101.65,0.78,100,100,1,95.75,100,92.86,60.84,92.4,0,65.85,14.71,9.69,9.64,12.54,105.68,1.18,7.7,85.22,14.78,34.15,19.38,165.51,,,,,,,,,1495,36,500,71.8,,,240,85.42,0,85.42,14.63,85.42,0,,,,,,,,,
241105,Tibau,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água,6.15,4.89,809.51,5.14,5.14,,83.5,-0.63,33.98,233837.76,95.24,35.89,40.69,2.31,6.51,37.68,42.73,38.77,1.25,6.84,98.53,,1.47,59.66,2.83,676.08,616.99,1.43,766.6,1.43,108.65,0.48,100,100,1.1,97.97,65.5,94.94,23.93,95.12,0,25.16,38.9,9.79,9.76,13.79,149.55,1.39,27.35,35.44,64.56,74.84,20.08,1048.68,,,,,,,,,1936,31.25,,,,,240,9.62,0,10.58,0,10.58,0,,,,,,,,,
241110,Ruy Barbosa,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água,4.52,3.41,502.71,4.67,4.67,,103.38,4.55,40.01,109618.34,73.06,34.71,38.7,2.28,4.82,47.51,52.97,24.76,2.25,6.6,98.53,,1.47,75.3,2.23,411.69,410.34,2.19,459,2.19,127.08,0.19,91.7,100,1,94.83,10.41,95.36,76.53,94.91,0,80.64,11.01,8.88,8.83,12.27,82.96,4.99,23.39,111.46,-11.46,19.36,2.35,70.3,,,,,,,,,936,48,913,24,,,14.47,250,0,250,3.33,250,0,,,,,,,,,
241140,Santana do Matos,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água,4.49,3.46,554.13,4.55,4.55,,101.25,-7.16,48.81,147128.05,76.03,41.76,48.21,2.24,4.15,54.93,63.41,16.05,2.11,5.46,98.53,,1.47,24.15,6.35,418.7,415.31,02.09,483.36,02.09,136.61,0.51,74.46,100,01.01,96.58,99.65,99.89,79.92,99.89,0,80.01,13.15,10,10,13.35,99.79,1.11,14.9,106.84,-6.84,19.99,4.92,82.78,,,,,,,,,2660,29.6,250.69,24.07,,,8.49,4.19,0,4.19,13.92,58.04,0,,,,,,,,,
241142,Santana do Seridó,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,5.39,4.19,580.64,2.96,4.45,1.74,54.9,-4.46,52.12,93464.39,141.55,89.46,94.93,2.31,4.87,63.2,67.06,21.06,1.51,3.44,66.69,31.84,1.47,35.71,5.31,240.02,239.46,3.94,254.7,8.88,84.86,0.54,71.36,100,1,96.81,91.43,97.78,51.92,97.8,0,53.09,16.37,8.26,8.26,11.75,80.8,2.57,26.79,75.55,24.45,46.91,6.1,240.2,65.45,100,100,100,100,100,19.32,0.07,571,21,,,29.85,3.91,240,03.08,0,03.08,22.54,44.87,8.57,,,,,,,,,
241150,Santo Antônio,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,4.67,4,545.07,4.13,4.56,1.73,88.5,3.27,45.84,200237.61,96.69,48.18,51.8,2.31,04.05,49.84,53.58,28.85,2.44,4.19,92.28,6.25,1.47,59.08,6.99,685.66,677.37,1.37,737.15,1.6,104.63,1.9,57.04,79.2,01.01,95.66,22.51,89.41,58.19,89.12,0,65.29,12.85,8.39,8.37,11.23,83.02,0.62,13.16,87.34,12.66,34.71,7,148.25,8.54,13.28,13.28,18.95,100,18.95,9.77,0.01,,,4166,24,70.15,0.15,120,20.33,54.1,19.67,35.59,19.67,8.47,,,,,,,,,
241160,São Bento do Norte,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água,5.75,4.4,672.52,4.37,4.37,,76,13.25,23.82,139517.71,100.51,28.18,31.35,2.24,4.29,28.03,31.19,52.17,2.59,4.26,98.53,,1.47,97.16,1.11,665.23,654.44,1.37,740,1.37,114.82,0.41,98.2,100,01.02,95.68,0,94.85,50.23,94.25,0,53.3,17.05,09.09,09.02,12.75,83.45,4.15,39.39,74.77,25.23,46.7,4.61,266.14,,,,,,,,,739,36,739,24,,,130.41,190,0,190,3.51,190,0,,,,,,,,,
241170,São Bento do Trairí,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,3.85,2.99,407.7,3.21,4.57,1.68,83.35,9.55,55.83,297446.38,93.06,38.46,66.98,2.24,7.89,41.32,71.97,7.79,1.21,8.48,74.26,24.27,1.47,60.9,1.74,1013.68,1007.36,0.57,1765.5,01.09,103.45,0.06,78.26,100,01.01,96.88,100,97.23,47.37,96.14,0,49.27,15.44,7.61,7.53,11.44,67.98,5.45,15.5,74.09,25.91,50.73,14.2,260.1,48.25,100,100,94.03,100,94.03,6.7,0.01,,,,,130,2.63,120,21.67,0,21.67,3.85,21.67,0,,,,,,,,,
241180,São Fernando,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água,9.48,2.51,378.82,4.69,4.69,,49.51,-1.57,18.22,243824.36,53.4,31.66,36.81,2.22,3.92,59.29,68.93,4.14,1.28,7.34,98.53,,1.47,8.87,1.16,933.81,927.79,0.93,1085.5,0.93,360.41,0.06,99.97,100,01.01,96.68,100,99.91,68.11,99.8,0,68.25,14.45,9.42,9.41,12.6,94.42,1.56,53.53,91.31,8.69,31.75,2.54,144.95,,,,,,,,,,,,,,,26.15,3.24,0,3.24,27.4,66.2,0,,,,,,,,,
241190,São Francisco do Oeste,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água,4.38,3.8,538.66,4.36,4.36,,99.76,-1.03,43.79,282224.64,87.12,34.98,43.89,2.26,8.98,40.15,50.38,23.65,4.39,10.31,98.53,,1.47,16.77,1.25,1039.89,1030.33,0.77,1305,0.77,116.23,1.92,100,100,01.01,97.85,48.93,97.68,81.33,97.37,0,83.52,10.88,09.04,09.02,11.81,92.39,0.51,10.78,109.02,-9.02,16.48,4.58,59.2,,,,,,,,,1328,64,,,,,240,30.56,0,30.56,52.27,29.17,0,,,,,,,,,
241200,São Gonçalo do Amarante,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,1.7,0.68,119.19,3.81,5.61,01.07,224.06,-10.13,7.42,0,17.93,0,3.31,2.29,4.6,0,18.48,0.71,0.09,25.65,87.6,10.93,1.47,41.16,,,,0.17,7014,0.23,297.54,0.54,16.33,19.15,1.13,95.81,0,87.94,58.74,88.11,0,66.67,14.16,9.44,9.46,12.6,90.4,0.01,65.02,88.99,11.01,33.33,2,175.22,6.99,8.26,8.26,74.03,100,74.03,18.03,0.01,,,,,,0,120,96.04,03.04,95.42,0.22,91.67,1.14,,,,,,,,,
241210,São João do Sabugi,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água,4.17,3.38,499.09,4.6,4.6,,110.12,-1.43,52.39,196891.5,73.45,42.37,47.57,2.27,4.74,57.68,64.77,14.67,0.78,6.45,98.53,,1.47,27.66,3.37,609.1,605.84,1.47,684,1.47,131.74,0.55,100,100,01.01,96.59,80.82,95.37,57.99,94.99,0,61.05,15.75,9.18,9.15,12.32,99.86,0.71,11.21,81.92,18.08,38.95,15.36,193.58,,,,,,,,,2076,27.5,,,,,104.86,2.97,0,2.99,4.44,60.19,03.08,,,,,,,,,
241220,São José de Mipibu,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,3.41,2.57,412.83,3.84,3.86,1.63,112.56,-14.75,46.29,201684.75,66.82,33.21,41.12,2.26,4.25,49.7,61.55,16.75,0.74,6.35,98.16,0.37,1.47,78.22,10.53,793.8,786.62,01.03,983.06,01.04,166.84,0.53,65.89,100,01.01,96.39,19.71,98.4,75.55,98.36,0,76.8,13.4,10.29,10.3,13.41,95.51,0.81,8.8,100.09,-0.09,23.2,9.28,103.11,0.6,1.32,1.32,0.99,100,0.99,117.53,0.01,,,,,130,0.33,120,26.9,23.01,26.9,0,26.9,3.54,,,,,,,,,
241230,São José do Campestre,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água,04.02,03.09,445.64,4.5,4.5,,111.87,2.89,41.04,144111.42,68.66,33.14,36.69,2.28,05.08,48.27,53.43,22.8,02.06,7.4,98.53,,1.47,77.76,5.53,605.25,604.16,1.5,670,1.5,137.02,0.2,92.3,100,1,97.13,100,98.88,53.89,98.69,0,54.6,15.43,8.42,8.41,12.01,79.6,2.73,14.96,77.88,22.12,45.4,12.48,230.64,,,,,,,,,3415,6,3415,24,,,120,27.98,10.64,27.98,2.13,27.98,0,,,,,,,,,
241240,São José do Seridó,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,3.15,2.28,318.84,2.98,4.61,1.71,94.66,5.61,52.26,174169.53,76.55,51.53,55.2,2.27,4.12,67.32,72.12,9.45,0.2,5.38,66.84,31.69,1.47,48.61,2.14,757.45,746.72,1.25,811.5,03.03,123.58,0.57,57.32,72.64,01.02,95.59,98.06,94.46,80.34,93.16,0,86.24,10.29,8.87,8.75,12.4,89.56,01.03,15.08,120.54,-20.54,13.76,1.66,47.23,66.02,84.59,84.59,100,100,100,10.75,0.01,,,,,61.24,6.97,130.74,52.78,0,52.78,0.88,52.78,1.75,,,,,,,,,
241250,São Miguel,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água,,,,,,,0,84.8,46.6,67164.89,,,,,,41.84,48.48,14.74,0.78,35.7,0,,100,248.65,5.79,0,0,,0,,0.08,0.61,0.06,0,,,,,,,,,,,,,0,,09.05,,,,0,,,,,,,,,,,,,,,,240,0.04,0,0.04,100,0.44,0,,,,,,,,,
241255,São Miguel do Gostoso,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água,9.6,4.58,697.87,3.63,3.63,,37.79,23.09,14.03,49014.38,126.21,32.77,37.12,2.36,4.41,25.96,29.41,56.11,03.06,3.49,98.53,,1.47,86.18,1.13,238.82,238.82,3.7,270.5,3.7,54.85,0.56,10.08,0,1,97.41,0,98.15,47.26,97.23,0,48.6,19.19,9.33,9.24,12.7,79.92,03.06,59.15,66.2,33.8,51.4,4.21,324.31,,,,,,,,,267,36,,,,,220.03,0,,0,,0,,,,,,,,,,
241260,São Paulo do Potengi,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,4.86,3.81,538.01,4.36,4.77,1.56,89.66,2.75,48.18,165692.32,87.4,45.75,53.74,2.25,5.55,52.34,61.48,19.61,1.28,6.35,94.03,4.5,1.47,58.45,11.75,500.9,495.92,1.72,588.4,1.99,114.71,0.41,95.27,100,01.01,94.83,78.83,95.9,68.78,98.89,0,69.55,12.41,8.63,8.9,11.88,85.93,1.98,13.54,95.78,4.22,30.45,7.25,125.6,15.07,20.82,20.82,15.14,100,15.14,11.71,0.26,,,,,119.03,10.42,240,126.04,0,127.08,1.64,127.08,0.82,,,,,,,,,
241270,São Pedro,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água,4.53,3.24,473.41,4.69,4.69,,103.71,-2.44,35.07,285144.54,68.98,30.63,33.82,2.25,4.43,44.4,49.02,28.13,2.19,6.42,98.53,,1.47,74.11,1.1,1228.63,1228.63,0.74,1356.5,0.74,144.71,0.47,80.39,100,1,96.28,40.5,95.69,56.01,95.4,0,58.7,15.18,8.91,8.89,12.18,84.41,1.54,21.64,80.23,19.77,41.3,7.56,206.15,,,,,,,,,,,,,,,240,94.44,0,94.44,2.94,94.44,2.94,,,,,,,,,
241280,São Rafael,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,3.33,2.45,340.26,3.11,4.17,1.68,93.33,02.02,46.41,141568.49,78.85,43.63,49.73,2.32,4.31,55.33,63.07,16.82,2.2,5.46,75.84,22.69,1.47,67.52,5.7,659.7,654.52,1.34,751.9,2.36,123.44,0.5,86.61,100,01.01,97.07,98.74,99.1,28.45,95.25,0,29.87,26.66,7.56,7.28,11.7,76.36,0.6,17.16,46.22,53.78,70.13,26.66,587.46,62.93,92.17,92.17,79.75,100,79.75,13.96,0.12,2052,12,910.5,12.82,28.24,7.87,57.18,4.42,0.5,3.19,13.1,57.54,4.83,,,,,,,,,
241290,São Tomé,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,4.47,4.12,629.28,3.83,4.67,1.77,85.55,6.18,43.6,227835.65,107.75,42.68,50.96,2.26,06.01,39.61,47.29,34.02,2.69,5.57,85.3,13.23,1.47,72.59,4.78,765.62,751.9,1.11,914.12,1.6,95.04,0.61,75.09,100,01.03,95.1,92.38,99.2,86.31,99.24,0,86.97,11.43,9.94,9.95,12.89,99.33,3.63,16.11,112.74,-12.74,13.03,2.56,50.26,30.27,55.17,55.17,41.37,100,41.37,10.57,0.04,2527,48,2527,11,21.32,14.58,51.36,210,0,210,7.14,210,3.17,,,,,,,,,
241300,São Vicente,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água,4.13,3.76,578.42,4.42,4.42,,106.89,9.83,42.9,213228.44,85.07,35.64,40.13,2.24,4,41.89,47.17,34.28,2.39,4.7,98.53,,1.47,49.03,2.25,781.49,780.6,1.14,880,1.14,115.34,0.29,88.05,100,1,95.82,65.18,99.94,66.65,99.93,0,66.69,12.87,8.58,8.59,12.82,88.57,4.47,12.79,99.64,0.36,33.31,9.68,141.07,,,,,,,,,,,,,,,211.18,104.17,0,104.17,22,104.17,0,,,,,,,,,
241310,Senador Elói de Souza,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água,5.29,3.88,572.06,4.57,4.57,,86.53,-1.52,32.72,218305.01,84.75,34.46,37.81,2.24,04.04,40.66,44.61,35.65,3.45,4.76,98.53,,1.47,58.47,2.19,855.44,845.87,01.08,938.5,01.08,123.25,0.71,100,100,01.01,97.98,26.37,99.97,54.14,99.99,0,54.14,16.7,09.04,09.05,12.3,91.36,1.43,38.31,73.66,26.34,45.86,5.5,254.58,,,,,,,,,,,1918,24,,,120,33.33,2.27,33.33,2.27,33.33,2.27,,,,,,,,,
241320,Senador Georgino Avelino,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água,2.88,1.86,301.04,4.83,4.83,,167.79,8.18,37.72,162079.14,38.56,19.38,22.48,2.24,3.54,50.25,58.3,6.49,0.65,9.17,98.53,,1.47,101.99,1.16,923.56,911.07,0.95,1071.5,0.95,190.07,0.57,90.05,91.05,01.01,96.83,0,96.64,47.57,96.84,0,49.13,21.38,10.5,10.52,13.46,94.86,0.13,9.46,62.95,37.05,50.87,26.74,362.54,,,,,,,,,,,,,,,120,45,53.7,42.5,0,42.5,11.76,,,,,,,,,
